Marque,Model,Année,Kilométrage,Code Postal,Prix
RENAULT MEGANE 4 ESTATE,IV (2) ESTATE 1.6 E-TECH PLUG-IN HYBRIDE 160 BUSINESS,2022,22 296 km,78,30 170 €
VOLKSWAGEN ARTEON,2.0 TDI 150 7CV DSG7,2020,32 603 km,55,33 970 €
RENAULT TWINGO 2,II (2) 1.2 LEV 16V 75 LIMITED ECO2,2013,78 245 km,24,6 870 €
VOLKSWAGEN TIGUAN,(2) 2.0 TSI 210 SPORTLINE 4MOTION,2014,94 486 km,77,23 190 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 190 BLUEMOTION TECHNOLOGY CARAT 4MOTION DSG7,2019,110 688 km,57,33 190 €
OPEL CORSA 6,VI 1.2 TURBO 100 ELEGANCE 5P,2021,20 101 km,72,18 000 €
MINI MINI 3 3P,III 1.5 136 COOPER PACK CHILI BVA,2017,25 913 km,31,25 310 €
PEUGEOT 208 (2E GENERATION),II 1.5 BLUEHDI 100 S&S ACTIVE,2021,65 986 km,68,14 200 €
AUDI A6 (4E GENERATION) AVANT,IV (2) AVANT 3.0 BITDI 326 QUATTRO COMPETITION TIPTRONIC,2017,93 544 km,66,41 420 €
MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE 7G-DCT 100G,2021,27 387 km,76,34 380 €
BMW SERIE 5 G30,(G30) 530DA 265 XDRIVE M SPORT,2016,121 720 km,06,46 120 €
BMW SERIE 4 F36 GRAN COUPE,(F36) GRAN COUPE 418D 150 SPORT BVA8,2018,157 135 km,51,21 780 €
FORD KUGA 2,II (2) 1.5 TDCI 120 S&S 4X2 TITANIUM,2017,46 631 km,25,20 320 €
CITROEN DS4,1.6 E-HDI 115 EXECUTIVE BVM6,2012,182 219 km,67,11 230 €
MERCEDES CLA SHOOTING BRAKE,(2) SHOOTING BRAKE 200 D 7CV SENSATION 7G-DCT,2020,48 655 km,38,32 390 €
BMW X2 F39,(F39) SDRIVE18IA 7CV M SPORT DKG7,2020,18 561 km,81,43 100 €
NISSAN JUKE,1.6 E 117 6CV ACENTA,2011,86 870 km,63,10 100 €
MINI COUNTRYMAN 2,II COOPER SE ALL4 EXQUISITE HYBRID 136+88 BVA6,2019,47 401 km,81,41 330 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) (2) ACTIVE TOURER 225XEA LUXURY,2018,47 561 km,14,29 290 €
BMW X5 G05,(G05) XDRIVE30DA 265 M SPORT,2020,16 639 km,76,88 770 €
RENAULT TALISMAN,1.6 DCI 130 ENERGY INTENS,2014,121 295 km,14,15 940 €
BMW X1 F48,(F48) (2) SDRIVE18D M SPORT BVA8,2019,23 115 km,38,45 860 €
JEEP COMPASS 2,II 1.3 GSE T4 240 4XE S,2019,10 681 km,18,42 330 €
PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 180 S&S GT LINE EAT8,2018,83 933 km,68,34 420 €
VOLKSWAGEN GOLF 8 GTI,VIII 2.0 TSI 300 GTI CLUBSPORT DSG7,2020,125 km,92,64 870 €
BMW SERIE 3 F31 TOURING,(F31) (2) TOURING 320DA XDRIVE 190 M SPORT ULTIMATE,2018,41 820 km,74,41 800 €
AUDI A4 ALLROAD,(2) 2.0 TDI 177 AMBITION LUXE QUATTRO S TRONIC,2012,245 148 km,74,16 100 €
FORD FIESTA 6,VI 1.1 75 COOL & CONNECT 5P,2021,13 823 km,21,14 820 €
VOLKSWAGEN CADDY 5,V 2.0 TDI 122 LIFE BV6,2021,9 072 km,64,34 450 €
PEUGEOT 208,(2) 1.2 PURETECH 82 S&S ACTIVE 5P,2016,18 530 km,33,14 060 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) (2) ACTIVE TOURER 218IA BUSINESS,2019,35 308 km,14,25 970 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116D BUSINESS DESIGN BVA8,2017,89 559 km,44,20 650 €
NISSAN X-TRAIL 3,III (2) 2.0 DCI 177 N-CONNECTA XTRONIC 7PL,2017,137 973 km,35,22 720 €
VOLKSWAGEN UP!,(2) 1.0 60 TAKE UP! 3P,2020,21 598 km,17,10 830 €
PORSCHE BOXSTER 2 TYPE 987,II (987) 2.7 244,2006,86 636 km,44,34 960 €
MINI MINI 3 CLUBMAN,III (2) CLUBMAN 2.0 COOPER S 178 ALL4 CANONBURY BVA8,2020,10 700 km,31,49 000 €
MERCEDES GLC,220 D 4MATIC SPORTLINE,2020,70 250 km,78,51 120 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) ACTIVE TOURER 225XE LOUNGE BVA8,2016,98 002 km,59,24 050 €
ABARTH 500 (2E GENERATION),II (2) 1.4 TURBO T-JET 165 595 TURISMO MSQ,2022,11 km,34,25 710 €
MERCEDES GLC,(2) 300 D AMG LINE 4MATIC,2021,54 500 km,69,62 110 €
HONDA CIVIC 10,X 1.0 I-VTEC 130 EXCLUSIVE PREMIUM CVT,2018,69 290 km,17,23 650 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ACTIVE,2022,19 230 km,17,21 390 €
VOLKSWAGEN GOLF SPORTSVAN,1.4 TSI 125 BLUEMOTION TECHNOLOGY ALLSTAR BV6,2017,76 170 km,77,18 080 €
VOLKSWAGEN T-ROC,1.5 TSI 150 EVO ACTIVE DSG7,2022,11 861 km,76,32 170 €
BMW X6 F16,(F16) XDRIVE40D 313 M SPORT BVA8,2017,102 923 km,14,46 850 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2022,21 834 km,31,18 460 €
FERRARI FF,V12 4RM,2011,60 795 km,68,157 390 €
OPEL ASTRA 5,V 1.4 TURBO 125 BLACK EDITION,2017,35 964 km,39,17 200 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,2017,160 506 km,47,22 580 €
BMW X2 F39,(F39) SDRIVE18DA LOUNGE PLUS,2019,82 092 km,31,35 830 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 100 S&S SHINE BUSINESS,2016,31 713 km,78,16 000 €
MINI MINI CABRIOLET,COOPER 120CH,2011,118 287 km,77,12 850 €
BMW X2 F39,(F39) SDRIVE18IA 7CV M SPORT DKG7,2019,27 761 km,16,37 500 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE PACK,2020,13 764 km,31,19 290 €
MINI MINI 3 3P,III 1.5 COOPER 136 EDITION HEDDON STREET DCT7,2020,67 811 km,75,26 430 €
JAGUAR XK8 COUPE,COUPE 4.0 BVA,1999,134 176 km,67,16 940 €
FORD MUSTANG CABRIOLET,CABRIOLET 289 CI V8 67,1966,100 000 km,24,72 500 €
TOYOTA PRIUS 3,III 136H DYNAMIC,2018,52 149 km,35,30 310 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S C-SERIES,2023,11 km,27,19 410 €
JEEP COMPASS 2,II 1.6 MJET 120 LIMITED,2021,40 552 km,27,28 230 €
CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S FEEL PACK BV6,2022,11 292 km,77,25 100 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S FEEL EAT6,2020,12 205 km,30,17 080 €
MERCEDES GLA,(2) 220 D FASCINATION 7G-DCT,2017,92 555 km,24,31 880 €
NISSAN MICRA 5,V 1.5 DCI 90 TEKNA,2016,82 330 km,18,14 160 €
FIAT DUCATO 3,III (2) 2.3 CHASSIS CABINE 3.5 L H3-POWER 140 BUSINESS,2021,12 km,11,47 180 €
AUDI Q3 (2E GENERATION),II 35 TFSI 150 S LINE,2018,49 794 km,31,38 390 €
VOLKSWAGEN GOLF 8 SW,VIII SW 2.0 TDI SCR 150 STYLE DSG7,2022,158 km,39,35 680 €
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 110 BLUEMOTION TECHNOLOGY CUP,2013,200 821 km,31,13 400 €
SKODA OCTAVIA 2,II (2) 1.6 TDI 105 FAP CR BUSINESS PLUS 3,2015,138 956 km,17,13 780 €
MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE 7G-DCT,2020,30 625 km,38,35 930 €
CITROEN C4 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S FEEL BV6,2015,95 038 km,66,12 790 €
FIAT 500 X,(2) 1.6 MULTIJET 120 CITY CROSS,2018,52 459 km,34,18 540 €
MERCEDES GLC,220 D LAUNCH EDITION 4MATIC,2014,104 046 km,51,31 250 €
MITSUBISHI OUTLANDER 3,III 2.2 DI-D INTENSE NAVI 4WD,2015,87 963 km,74,21 780 €
CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S SHINE PACK BV6,2022,12 794 km,30,25 560 €
OPEL MOKKA X,1.6 CDTI 136 4X2 INNOVATION,2016,109 698 km,33,14 630 €
RENAULT TWINGO 2,II 1.5 DCI 75 FAP AUTHENTIQUE ECO2 EURO5,2013,92 176 km,84,7 750 €
CITROEN C5 AIRCROSS,1.6 HYBRID 225 BUSINESS E-EAT8,2022,3 301 km,91,41 970 €
HYUNDAI TUCSON 3,III (2) 1.6 CRDI 115 BUSINESS,2019,41 889 km,33,22 660 €
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.5 DCI 110 ENERGY INTENS,2017,91 561 km,69,16 510 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT BV6,2018,58 824 km,69,33 040 €
BMW X3 G01,(G01) XDRIVE20DA 190 M SPORT,2019,119 375 km,38,47 370 €
TOYOTA YARIS 4,IV 116H HYBRIDE DESIGN,2019,4 520 km,94,25 360 €
VOLVO XC90 (2E GENERATION),II D5 235 AWD INSCRIPTION LUXE GEARTRONIC 8 7PL,2018,38 844 km,78,63 060 €
BMW SERIE 1 F21 3 PORTES,(F21) (2) 118D XDRIVE LOUNGE 3P,2014,165 422 km,74,12 290 €
MERCEDES CLA 2 AMG,II 45 AMG S 4MATIC+ 8G-DCT,2022,7 590 km,69,92 290 €
MAZDA MX5 (4E GENERATION) RF,IV RF 2.0 SKYACTIV-G 160 FIRST EDITION,2018,49 207 km,82,30 190 €
BMW SERIE 1 F21 3 PORTES,(F21) (2) 116D 116 M SPORT,2019,43 149 km,76,28 440 €
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE PACK,2020,11 064 km,30,23 190 €
AUDI A5 (2E GENERATION),II 2.0 TDI 190 S LINE S TRONIC,2018,56 716 km,33,35 260 €
VOLKSWAGEN T-ROC,1.5 TSI 150 EVO IQ.DRIVE DSG7,2021,26 956 km,77,30 720 €
CITROEN GRAND C4 SPACETOURER,1.6 BLUEHDI 120 S&S BUSINESS EAT6,2017,100 483 km,35,20 630 €
RENAULT SCENIC 4,IV 1.7 BLUE DCI 150 INTENS,2020,27 224 km,33,23 850 €
MINI MINI 3 CLUBMAN,III CLUBMAN COOPER D 150 KENSINGTON BV6,2019,60 027 km,14,25 550 €
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY MATCH,2015,96 731 km,38,23 980 €
FORD FOCUS 4 SW,IV SW 1.5 ECOBLUE 120 S&S TITANIUM AUTO,2020,119 617 km,25,21 810 €
PEUGEOT 807,2.0 HDI 136 FAP PREMIUM PACK BVM6,2010,185 404 km,28,10 400 €
FORD MUSTANG 6 COUPE,VI FASTBACK 5.0 V8 GT BV6,2017,21 000 km,67,52 390 €
MINI MINI 3 CLUBMAN,III CLUBMAN 2.0 COOPER S 192 ALL4 EXQUISITE BVA,2017,44 019 km,16,31 250 €
TOYOTA YARIS 3,III (2) HYBRID 100H DYNAMIC 5P,2016,47 232 km,68,14 540 €
AUDI A3 (3E GENERATION) SPORTBACK,III SPORTBACK 1.4 TFSI E-TRON 204 AMBITION LUXE S TRONIC,2017,109 010 km,74,22 530 €
JEEP WRANGLER 4,IV UNLIMITED 2.0 I T 272 RUBICON AUTO 4P,2018,12 600 km,75,73 660 €
FIAT 500 X,(2) 1.0 FIREFLY T T3 120 LOUNGE,2021,23 165 km,34,18 880 €
PEUGEOT 5008 (2E GENERATION),II 1.6 BLUEHDI 120 S&S GT LINE EAT6,2016,76 820 km,69,29 950 €
AUDI Q3 (2E GENERATION),II 35 TFSI 150 S LINE S TRONIC 7,2020,31 616 km,76,52 510 €
SKODA KAMIQ,1.0 TSI 110 AMBITION BV6,2020,10 963 km,31,24 780 €
FORD FOCUS 4 SW,IV SW 1.5 ECOBLUE 95 S&S TREND BUSINESS,2017,127 325 km,47,16 860 €
BMW SERIE 2 F23 CABRIOLET,(F23) CABRIOLET 225D 224 M SPORT BVA8,2019,58 894 km,31,43 200 €
PEUGEOT 3008 (2E GENERATION),II 1.6 THP 165 S&S GT LINE EAT6,2019,54 990 km,30,30 990 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT,2020,15 596 km,47,24 620 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S ALLURE PACK,2020,7 043 km,13,36 170 €
PORSCHE BOXSTER 3 TYPE 981,III (981) 3.4 315 S PDK,2011,133 100 km,69,62 300 €
MERCEDES CLASSE E 5 COUPE,V COUPE 220 D FASCINATION 9G-TRONIC,2019,54 728 km,02,52 780 €
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.5 DCI 110 ENERGY INTENS EDC,2018,90 048 km,51,19 200 €
VOLKSWAGEN TOURAN,1.6 FSI 115 CONFORT 7PL,2004,263 128 km,28,6 180 €
MITSUBISHI L200 2,II DOUBLE CAB 2.5 TD 178 INTENSE,2014,123 046 km,70,29 130 €
DACIA SANDERO 2,II (2) 1.0 SCE 75 SANDERO,2018,96 882 km,78,7 330 €
DS DS 3 PERFORMANCE,(2) 1.6 THP 208 S&S PERFORMANCE BV6,2019,74 669 km,84,29 630 €
CITROEN C4 (2E GENERATION),II (2) 1.6 BLUEHDI 100 MILLENIUM BUSINESS,2017,76 929 km,91,16 220 €
MINI MINI 3 5P,III 1.5 COOPER D 116 5P,2018,77 175 km,31,17 740 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BV6,2017,68 440 km,31,30 660 €
RENAULT KANGOO 2 EXPRESS,II (2) EXTRA R-LINK DCI 90,2019,53 892 km,47,14 020 €
BMW X3 G01,(G01) SDRIVE18DA 150 8CV BUSINESS DESIGN,2019,46 410 km,13,38 710 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 ECO PACK POPSTAR,2020,45 005 km,34,14 730 €
VOLKSWAGEN GOLF 7,VII (2) 1.5 TSI EVO 150 8CV CONFORTLINE DSG7 5P,2021,44 567 km,17,23 040 €
DACIA SANDERO 2 STEPWAY,II STEPWAY 0.9 TCE 90 PRESTIGE EASY-R E6,2015,36 196 km,07,13 320 €
HYUNDAI I10 (2E GENERATION),II (2) 1.0 66 INTUITIVE,2021,3 707 km,49,12 080 €
CITROEN C3 (2E GENERATION),II 1.2 VTI 82 CONFORT,2011,92 550 km,33,9 740 €
PEUGEOT EXPERT 3 FOURGON,III 2.0 BLUEHDI 180 S&S EAT8 STANDARD ASPHALT,2021,6 km,33,34 660 €
BMW X2 F39,(F39) SDRIVE18DA M SPORT,2019,88 654 km,76,38 620 €
DODGE RAM,1500 5.7 V8 CREW CAB SLT NIGHT EDITION,2023,25 km,67,76 750 €
DODGE DURANGO,6.4 V8 485 SRT,2018,56 640 km,67,88 380 €
CITROEN C4 CACTUS,1.6 BLUEHDI 100 S&S SHINE,2020,69 369 km,42,16 170 €
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S GT EAT8,2022,6 442 km,78,33 910 €
HYUNDAI IONIQ,(2) HYBRID CREATIVE,2022,7 250 km,26,41 100 €
JAGUAR E-PACE,D180 AWD R-DYNAMIC SE BVA,2019,9 545 km,78,52 780 €
PEUGEOT 308 (2E GENERATION),II 1.2 PURETECH S&S 110 STYLE,2018,87 301 km,27,15 940 €
PEUGEOT 3008 (2E GENERATION),II HYBRID4 300 GT E-EAT8,2021,6 201 km,47,40 930 €
DS DS 3 CROSSBACK,E-TENSE 50KWH 4CV GRAND CHIC AUTOMATIQUE,2021,15 913 km,77,36 820 €
MAZDA MX5 (3E GENERATION),III ROADSTER 1.8 125 ELEGANCE CUIR,2007,97 788 km,77,15 640 €
AUDI A3 (4E GENERATION) SPORTBACK,IV SPORTBACK 35 TDI 150 S LINE S TRONIC 7,2021,24 813 km,76,48 110 €
BMW X3 G01,(G01) XDRIVE20DA 190 BUSINESS DESIGN,2017,91 654 km,17,39 640 €
FIAT 500 X,1.6 MULTIJET 120 POPSTAR 4X2,2019,47 441 km,82,17 890 €
RENAULT KADJAR,1.6 DCI 130 ENERGY INTENS 4WD,2017,86 754 km,77,25 080 €
PONTIAC SOLSTICE,2.4 VVT 173,2007,93 409 km,06,19 260 €
PEUGEOT 3008,(2) 1.6 HDI 115 STYLE,2013,62 000 km,72,22 920 €
MERCEDES CLASSE C 4,IV 180 D EXECUTIVE 7G-TRONIC PLUS,2017,58 141 km,27,30 230 €
BMW X3 G01,(G01) XDRIVE20DA 190 BUSINESS,2016,88 322 km,59,37 580 €
CITROEN C3 (2E GENERATION),II 1.4 73 ATTRACTION,2012,160 492 km,31,7 600 €
FERRARI 360 MODENA,MODENA F1,2002,87 500 km,69,99 980 €
CITROEN C4 SPACETOURER,1.2 PURETECH 130 S&S BUSINESS EAT8,2020,24 487 km,77,22 960 €
MERCEDES CLASSE A 3,III (2) 180 D INTUITION 7G-DCT,2018,78 400 km,38,22 210 €
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT EAT8,2020,12 km,78,36 080 €
AUDI A5 SPORTBACK (2E GENERATION),II SPORTBACK 40 TDI 190 S LINE S TRONIC 7 5PL,2018,17 023 km,17,45 040 €
ABARTH 500 (2E GENERATION),II (2) 1.4 TURBO 16V T-JET 145 595,2020,28 080 km,30,24 550 €
CITROEN C3 AIRCROSS,(2) 1.5 BLUEHDI 110 S&S SHINE BV6,2022,1 120 km,13,26 640 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S SHINE EAT6,2018,50 585 km,77,17 890 €
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.5 DCI 115 BLUE INTENS EDC,2019,21 932 km,35,24 820 €
MERCEDES CLA SHOOTING BRAKE,(2) SHOOTING BRAKE 200 D 7CV SENSATION 7G-DCT,2020,89 730 km,35,27 280 €
AUDI A3 (2E GENERATION) CABRIOLET,II (3) CABRIOLET 1.6 TDI 110 DPF AMBIENTE,2014,121 097 km,14,18 690 €
CITROEN C3 (3E GENERATION),III 1.5 BLUEHDI 100 S&S FEEL BUSINESS BV6,2020,83 125 km,47,16 100 €
MINI MINI 3 CLUBMAN,III CLUBMAN 1.5 COOPER 136 EXQUISITE BVA6,2016,70 389 km,14,27 350 €
TOYOTA C-HR,(2) 1.8 HYBRIDE 122 5CV EDITION,2020,30 127 km,10,32 220 €
RENAULT CLIO 4 SOCIETE,IV (2) SOCIETE 1.5 DCI 75 ENERGY AIR MEDIANAV,2016,47 686 km,38,11 810 €
BMW SERIE 4 F36 GRAN COUPE,(F36) GRAN COUPE 430D XDRIVE 258 LUXURY BVA8,2016,141 448 km,14,27 100 €
BMW SERIE 1 F40,(F40) 118D 150 8CV M SPORT,2020,5 771 km,38,35 150 €
PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 150 S&S ALLURE,2014,160 947 km,77,15 950 €
AUDI TT 3 S ROADSTER,III ROADSTER 2.0 TFSI 310 QUATTRO S TRONIC,2015,57 240 km,74,41 230 €
AUDI RS6 (3E GENERATION) AVANT,III (2) AVANT 4.0 TFSI 560 QUATTRO TIPTRONIC,2014,85 274 km,67,85 490 €
RENAULT KADJAR,1.5 DCI 110 ENERGY INTENS,2017,51 010 km,24,22 970 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 100 S&S SHINE BUSINESS,2016,18 486 km,47,17 800 €
OPEL GRANDLAND X,1.5 ECOTEC DIESEL 130 INNOVATION,2019,103 776 km,37,17 830 €
CITROEN C3 AIRCROSS,1.5 BLUEHDI 120 S&S EAT6 SHINE,2020,32 746 km,33,21 980 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS,2021,54 294 km,66,26 730 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 120D M SPORT BVA8 5P,2018,101 689 km,57,25 960 €
OPEL CORSA 5,V 1.2 70 EDITION 5P,2017,49 015 km,66,12 380 €
MERCEDES GLC COUPE,(2) 220 D AMG LINE 4MATIC,2020,26 881 km,68,77 330 €
VOLVO XC40,T4 190 MOMENTUM GEARTRONIC 8,2020,32 261 km,37,36 360 €
BMW SERIE 1 F40,(F40) 120D 190 XDRIVE M SPORT BVA,2019,20 414 km,94,50 500 €
RENAULT CAPTUR 2,II 1.3 TCE 140 INTENS EDC MY21,2020,11 km,38,30 150 €
BMW SERIE 3 F30,(F30) (2) 318D 150 8CV LUXURY BVA8,2015,46 875 km,18,24 570 €
SEAT ARONA,1.6 TDI 95 S/S XCELLENCE DSG7,2020,67 341 km,76,18 430 €
DS DS 7 CROSSBACK,1.5 BLUEHDI 130 PERFORMANCE LINE,2018,55 329 km,27,37 740 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116D 116 BUSINESS DESIGN,2019,87 465 km,38,20 200 €
AUDI A5 CABRIOLET,CABRIOLET 2.0 TDI 170 DPF S LINE,2012,103 620 km,51,20 810 €
CITROEN C5 AIRCROSS,1.6 HYBRID 225 BUSINESS E-EAT8,2019,13 987 km,13,39 300 €
BMW X3 E83,(E83) 3.0DA LUXE,2004,96 604 km,75,14 960 €
BMW SERIE 2 U06 ACTIVE TOURER,(U06) ACTIVE TOURER 220I 170 M SPORT DKG7,2021,11 070 km,92,58 910 €
MERCEDES GLC,(2) 300 D AMG LINE 4MATIC,2018,42 624 km,73,63 430 €
DS DS 4 CROSSBACK,1.6 THP 165 S&S CONNECTED CHIC EAT6,2018,73 605 km,91,23 160 €
LAND ROVER RANGE ROVER 4,IV (2) 2.0 P400E PHEV SI4 AUTOBIOGRAPHY SWB,2021,48 070 km,10,126 390 €
FORD ECOSPORT,(2) 1.0 ECOBOOST 100 TITANIUM BUSINESS,2018,38 759 km,10,16 720 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 ECO PACK LOUNGE,2019,33 627 km,11,14 010 €
OPEL GRANDLAND X,1.6 DIESEL 120 6CV BUSINESS EDITION AUTOMATIQUE,2019,69 033 km,10,22 030 €
MINI MINI 3 CLUBMAN,III CLUBMAN 1.5 COOPER 136 KENSINGTON BVA7,2019,45 313 km,95,26 720 €
DS DS 3,(2) 1.2 PURETECH 82 DRIVE EFFICIENCY SO CHIC,2016,34 249 km,77,16 530 €
BMW X3 G01,(G01) XDRIVE20DA 190 10CV M SPORT,2019,130 230 km,31,40 950 €
MERCEDES CLASSE E 5 BREAK,V BREAK 220 D AMG LINE 4MATIC 9G-TRONIC,2021,25 856 km,91,57 980 €
RENAULT SCENIC 4,IV 1.7 BLUE DCI 120 SL LIMITED,2018,90 000 km,30,19 190 €
PEUGEOT 407 COUPE,COUPE 2.0 HDI 163 FAP NAVTEQ,2011,182 575 km,66,8 520 €
BMW Z4 E89,(E89) SDRIVE23I 204 LUXE,2009,75 125 km,75,27 710 €
BMW Z4 G29,(G29) 3.0 M40IA M PERFORMANCE,2020,34 045 km,16,67 620 €
VOLKSWAGEN TOURAN 3,III 1.6 TDI 115 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS DSG7 7PL,2017,189 819 km,51,17 380 €
LEXUS UX,250H 2WD PREMIUM EDITION,2020,6 825 km,92,34 540 €
MERCEDES GLC COUPE,220 D 10CV SPORTLINE 4MATIC,2020,60 589 km,14,54 260 €
MERCEDES SL,500 32S BVA,1995,238 784 km,67,23 400 €
PEUGEOT 307,1.6 16S XT 5P,2002,212 170 km,66,3 370 €
CITROEN C5 AIRCROSS,1.2 PURETECH 130 S&S FEEL BV6,2022,31 804 km,31,30 090 €
BMW X1 F48,(F48) (2) SDRIVE16D XLINE DKG7,2020,18 865 km,14,38 130 €
FORD TOURNEO COURIER,1.0 ECOBOOST 100 TITANIUM,2016,146 876 km,78,10 780 €
MINI MINI 2 3P,II (2) 1.6 122 COOPER BVA,2012,105 277 km,28,14 490 €
LEXUS UX,300E LUXE,2020,5 733 km,75,54 870 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2020,23 798 km,33,23 660 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 100 S&S FEEL BUSINESS,2017,71 103 km,47,15 350 €
BMW X5 E53,(E53) (2) 4.8ISA,2006,160 776 km,06,20 190 €
JAGUAR F-TYPE COUPE,COUPE 3.0 V6 S AUTO,2015,29 785 km,67,60 700 €
CITROEN C5 AIRCROSS,1.6 HYBRID 225 SHINE E-EAT8,2021,6 068 km,34,42 230 €
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S URBAN,2022,6 993 km,39,18 300 €
PEUGEOT 2008,(2) 1.2 PURETECH 110 S&S GT LINE,2016,130 120 km,77,16 340 €
CADILLAC ATS COUPE,COUPE,2017,33 844 km,44,53 640 €
AUDI SQ5,(2) 3.0 V6 BITDI 313 QUATTRO TIPTRONIC 8,2014,212 320 km,63,33 310 €
BMW SERIE 3 G20,(G20) 318DA 150 8CV M SPORT,2019,14 807 km,95,49 170 €
DS DS 3 CROSSBACK,1.2 PURETECH 130 PERFORMANCE LINE + AUTOMATIQUE,2018,52 470 km,30,25 950 €
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S 7CV ALLURE,2021,9 438 km,27,28 160 €
PEUGEOT 207 CC,(2) CC 1.6 VTI 120 SPORT PACK,2008,35 964 km,74,7 540 €
BMW X2 F39,(F39) XDRIVE20DA M SPORT X,2019,42 888 km,95,48 980 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS,2019,97 813 km,68,23 500 €
VOLVO XC60 (2E GENERATION),II T6 RECHARGE AWD 253 + 145 INSCRIPTION BUSINESS GEARTRONIC 8,2020,11 685 km,78,71 210 €
MINI MINI 3 5P,III 1.5 ONE 102 EDITION HEDDON STREET DCT7,2019,15 713 km,75,26 070 €
MINI MINI 3 3P,III 1.5 COOPER D 116 EDITION HEDDON STREET DCT7,2019,44 935 km,31,27 480 €
MINI COUNTRYMAN 2,II COOPER D ALL4 EXQUISITE 150 BV6,2018,73 450 km,31,29 360 €
AUDI A5,3.0 V6 TDI 245CH AVUS QUATTRO S TRONIC 7 EURO6,2018,82 965 km,64,35 530 €
MERCEDES CLASSE C 4,IV (2) 200 D 160 AVANTGARDE LINE 9G-TRONIC,2020,61 838 km,75,38 570 €
AUDI Q2,(2) 30 TDI 116 6CV ADVANCED S TRONIC,2022,3 248 km,78,39 080 €
PEUGEOT 407,1.6 HDI 110 CONFORT,2005,210 000 km,72,6 580 €
CITROEN C1 (2E GENERATION),II 1.0 VTI 72 S&S 4CV LIVE 5P,2021,198 km,47,12 750 €
CITROEN C3 (2E GENERATION),II 1.4 HDI 70 EXCLUSIVE,2009,27 489 km,14,9 850 €
MERCEDES GLA,200 FASCINATION 7G-DCT,2017,51 829 km,77,31 300 €
VOLVO XC40,D3 ADBLUE 150 MOMENTUM GEARTRONIC 8,2017,72 644 km,06,38 110 €
MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE 8G-DCT,2022,20 023 km,95,37 470 €
